lead_time,avg_price_per_room,no_of_special_requests,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
255,93.8130905035154,0,6,11028,8,3,3,2,0,0
22,220.1251761327544,0,6,3538,20,4,3,0,0,0
3,96.20371253779912,0,7,2719,6,4,0,1,3,0
33,127.08279421050017,0,3,6181,23,4,3,0,0,0
152,100.51267017209665,1,10,25489,17,4,3,0,1,0
105,109.79754605424638,0,9,8126,25,3,1,1,1,0
172,149.56632124526266,0,7,15350,17,3,3,0,0,0
190,124.60435282083799,0,6,28803,15,3,3,0,0,0
180,92.5788421907516,0,7,31300,24,3,2,0,2,0
51,147.09479801884342,0,7,27684,3,4,4,1,0,0
14,93.90293464344701,0,2,11071,8,4,2,0,0,0
241,92.28150455994863,0,10,32975,15,3,2,0,0,0
281,89.45019474062731,0,8,29569,4,3,2,0,0,0
188,123.92105092796325,0,6,4360,13,4,2,0,0,0
192,119.32367398927528,0,7,27014,10,3,2,0,0,0
33,80.40928041918475,0,3,8243,14,4,1,0,0,0
173,116.60732029962358,1,9,24488,23,3,1,0,0,0
87,112.87336610918507,1,8,14381,10,4,2,1,0,0
20,149.2877417077355,0,6,27396,4,4,2,0,0,0
132,72.75577873377243,0,3,23107,20,4,1,0,0,0
33,75.82931520771855,0,2,35863,11,4,1,0,2,0
38,106.41662444507551,0,2,25511,24,3,2,1,1,0
37,81.01299616611672,0,6,12954,18,3,1,2,0,0
223,90.33513744268993,0,10,21444,10,4,3,1,3,0
300,81.60424673452292,0,8,27861,12,3,2,0,0,0
203,102.67388560871477,0,9,25898,9,4,3,0,0,0
21,146.2742412602349,0,4,16561,17,4,0,1,1,0
37,136.56552744944867,0,4,12298,8,4,1,1,0,0
82,87.79907175767634,0,8,32357,10,4,1,1,0,0
157,100.41979356247259,0,7,20041,5,4,4,1,0,0
72,78.94389901523594,0,7,15756,7,4,4,1,0,0
88,114.16574009035838,0,6,32525,28,4,4,1,0,0
26,67.13748054540659,0,9,12988,17,2,1,0,0,0
180,71.89320580276446,0,8,29870,17,3,3,0,0,0
278,100.51660183850449,0,5,18378,15,3,2,0,0,0
38,121.15105525959846,0,8,22082,13,4,1,0,0,0
312,112.37400463649547,0,8,9291,18,3,2,0,0,0
180,99.41060809465243,0,7,22587,4,3,3,0,0,0
131,107.81969224474064,0,10,13738,1,4,5,0,0,0
126,97.76286635327325,0,11,19317,9,3,4,1,0,0
87,89.4751777666118,0,4,30957,21,3,1,2,0,0
281,100.49754054049365,0,8,29714,20,3,2,0,0,0
84,133.23587473427278,0,5,28475,13,3,3,1,0,0
81,83.49446290762748,0,5,27211,16,4,4,1,0,0
40,57.75274472626272,0,6,35910,18,3,2,1,0,0
179,79.88002928887991,0,4,34975,21,3,2,0,2,0
162,114.2258831690126,0,9,11172,13,3,2,2,0,0
166,52.536173994093396,0,6,11339,17,4,3,0,1,0
41,134.56474024703692,0,5,319,11,4,1,1,0,0
30,127.79648474361453,0,4,27569,16,4,2,0,1,0
167,117.66887399403117,0,6,20738,18,3,3,0,0,0
197,73.2848127341596,0,9,33271,17,3,3,0,0,0
73,85.4786351747762,0,5,34560,9,4,1,0,1,0
18,174.97818226858237,0,5,33151,11,4,2,0,0,0
112,190.19260600224735,0,9,31393,8,4,2,1,0,0
286,103.92300480428041,0,10,3554,9,4,2,0,0,0
191,126.6654586136188,0,8,9819,19,3,2,0,0,0
8,84.02070664602172,0,2,1824,3,4,4,1,2,0
1,101.158602877813,0,10,21497,22,3,4,2,0,0
161,103.23144493032859,0,8,21563,5,3,2,0,1,0
130,116.5210727437637,1,9,13078,13,4,1,1,1,0
251,115.0,0,6,22834,7,3,1,0,1,0
30,86.76617589375954,0,3,32135,17,4,1,1,0,0
45,67.40468314334704,0,2,14727,13,4,1,1,2,0
37,115.64398050029394,0,4,7625,23,4,2,0,0,0
130,118.41431703610775,1,9,13061,17,4,0,1,2,0
112,78.4416693900823,0,5,20616,2,4,2,1,3,0
31,194.24744345908746,0,8,8562,21,3,1,0,2,0
281,110.70548898214463,0,4,25211,17,3,0,1,1,0
177,105.38200421702547,1,9,19799,25,4,1,2,0,0
331,83.09455641236636,0,10,8358,22,3,4,2,0,0
159,146.01885183614868,0,9,22795,15,3,6,2,0,0
54,114.66151945822234,0,8,15123,6,4,2,0,0,0
162,100.07211494406816,0,6,19550,5,3,1,1,0,0
20,203.95131451810704,1,7,24813,16,4,3,0,0,0
6,118.05677731503985,0,4,7208,7,4,2,0,0,0
14,132.19842109498353,1,9,23551,27,4,3,1,0,0
14,145.0940220023797,0,4,13287,17,4,3,1,0,0
154,98.39136950373397,0,5,21095,18,3,0,2,0,0
114,72.49355165693211,0,3,7129,28,4,1,1,0,0
187,89.47794671535743,1,7,10476,12,4,2,0,0,0
226,82.89183560829365,0,8,13220,5,3,2,0,2,0
216,101.90545866835072,1,8,21674,5,4,1,1,0,0
108,115.47295270290505,0,4,10888,18,3,1,0,0,0
95,75.10164361406629,0,7,22549,14,3,3,0,0,0
239,88.21052379520386,0,9,12009,20,3,2,1,0,0
74,88.00836245987747,0,5,12270,21,3,1,2,0,0
300,84.72486949042134,0,10,19554,5,3,2,1,0,0
7,101.98200962413323,0,5,27160,14,4,0,0,0,0
67,114.98502071282292,0,8,17990,10,3,2,0,0,0
82,128.7189783310293,0,7,18640,16,4,5,2,0,0
245,82.85488278734366,0,6,11450,14,3,2,0,0,0
100,103.91818538240643,0,9,7397,10,2,1,0,1,0
107,100.78124980967137,0,7,28848,23,2,2,0,0,0
168,125.47903512623697,0,8,34624,26,3,3,0,0,0
354,105.30042578611366,0,9,11597,15,3,2,1,0,0
188,79.0722758239525,0,10,20750,9,4,2,0,0,0
88,75.69815845590048,0,5,15997,13,3,2,0,0,0
41,72.8338785966892,0,2,3122,16,4,1,0,0,0
107,149.70857068274725,0,8,12023,16,4,3,0,0,0
67,149.27388497677,0,5,13911,8,4,1,1,0,0
98,112.01422901409475,0,10,17088,14,3,1,0,0,0
198,103.38230293587137,0,9,9891,20,3,2,1,0,0
67,78.87956232641851,0,3,7409,15,4,2,1,0,0
40,141.2783240522718,0,8,33674,25,4,2,1,0,0
169,110.37269853261668,0,5,32262,23,4,0,2,0,0
35,114.60507656762955,0,6,15944,9,4,1,0,2,0
13,117.63658132049522,0,4,26788,9,2,1,0,0,0
115,89.93428302378177,0,8,20554,15,3,2,0,2,0
264,104.27300740564692,0,7,32773,4,3,2,0,0,0
159,132.50882177677482,0,8,33653,12,3,2,0,0,0
275,71.75860197464422,0,11,31979,10,3,3,1,2,0
175,94.48703484596179,0,5,20048,24,3,1,0,0,0
266,108.33646053661396,0,8,5724,18,4,2,0,0,0
318,115.0,1,7,13390,18,3,1,0,1,0
117,94.86670287326679,0,7,28268,1,3,1,1,0,0
122,79.38841829400705,0,3,34526,19,3,1,2,1,0
19,180.96052146861575,0,7,12517,14,4,1,1,0,0
185,107.30459015403271,1,9,1832,1,4,1,1,0,0
213,86.62182163457128,0,7,11855,17,4,4,0,0,0
191,119.58981856515288,0,8,27303,9,4,2,0,0,0
143,138.07364024345748,0,8,20531,17,4,6,1,0,0
111,119.61883621957872,0,9,23314,10,3,0,1,0,0
248,97.27348036574821,0,8,25911,23,4,1,1,0,0
17,131.07168244934962,0,9,14602,9,4,1,0,3,0
164,101.11268929341915,0,7,35069,19,4,1,1,0,0
120,90.69798498032156,0,7,13900,5,3,1,1,2,0
59,67.79082536311783,0,3,33267,8,4,2,0,3,0
176,137.6215121996979,1,8,5031,9,4,2,0,0,0
198,105.68788321236389,0,7,23356,12,3,2,0,0,0
243,89.23685182868259,0,8,35621,20,4,2,1,0,0
92,92.37295916915558,0,10,26636,21,3,2,0,0,0
12,75.07629995375892,0,6,15565,22,2,2,0,0,0
181,121.1547854636195,1,8,23548,25,4,1,2,0,0
177,114.87022702383402,0,9,26407,5,4,3,0,0,0
255,109.17417366624399,0,5,29545,12,3,2,0,0,0
90,183.78336894413187,0,6,4657,20,4,2,0,0,0
29,75.5352343324412,0,2,15392,5,3,6,2,0,0
182,110.0,0,9,4797,7,4,3,0,0,0
266,79.41424916440701,0,4,35176,7,3,3,1,0,0
162,117.97146591476113,0,6,5949,5,4,2,0,0,0
65,160.7328834314285,0,4,1315,23,4,2,0,1,0
339,115.0,1,8,25212,19,3,1,0,1,0
28,133.93299831095155,0,9,35462,19,4,2,0,0,0
344,100.30819941476494,0,9,27984,16,3,3,0,0,0
196,91.81949556216422,0,10,20409,16,3,1,1,0,0
174,115.71283402493265,0,9,10328,29,4,2,1,0,0
75,127.21982666827789,0,5,34537,18,4,2,0,1,0
350,82.90826936065422,0,11,3940,25,4,2,0,0,0
426,71.72613618066576,0,5,31995,28,3,1,0,0,0
302,100.09849169899417,0,9,11705,14,3,2,0,0,0
64,167.93147919299733,0,8,10406,6,4,2,2,0,0
126,125.20968279432427,0,7,11886,13,4,2,0,0,0
165,104.05872665005131,0,8,18469,17,3,3,0,0,0
122,77.95875427827853,0,10,16180,3,4,2,1,0,0
66,93.65213344087127,0,10,29412,15,3,2,0,0,0
276,110.0,0,6,32300,14,3,1,1,0,0
8,96.79126586830552,0,4,1478,29,4,1,1,0,0
11,143.99108237519542,0,6,16926,10,4,1,1,0,0
129,61.903856015795206,0,2,19372,20,4,1,0,0,0
112,100.37023903591398,0,5,25831,30,2,2,0,0,0
120,122.31440141013984,0,7,11888,13,3,1,0,0,0
175,126.49037348612605,1,8,19556,20,4,2,1,0,0
191,110.21303175954218,1,6,3051,11,4,2,1,0,0
140,108.67919968795337,0,7,23134,19,4,3,1,0,0
21,125.95437911670831,0,8,16387,19,4,3,1,3,0
114,74.92168667958711,0,5,12410,12,3,5,3,1,0
42,117.85216808401236,0,7,22939,26,4,4,0,0,0
166,104.95216791787597,1,9,26696,8,4,3,1,0,0
16,244.98082564011125,0,5,14038,19,4,1,1,0,0
162,114.91075851062595,0,6,13384,15,3,1,0,0,0
31,117.81809272861626,0,3,26650,2,4,1,0,0,0
166,122.77484410223114,0,7,15513,16,3,1,0,0,0
314,115.16706524038726,0,8,1639,18,4,2,0,0,0
191,80.11297445152445,0,7,28423,12,4,2,0,0,0
184,121.59537465311622,0,9,24803,22,4,3,0,0,0
218,103.36997571342327,0,8,23159,5,3,1,0,2,0
79,88.15691711843762,0,4,34834,9,3,1,2,2,0
93,85.87707963371558,0,9,15029,27,3,1,0,2,0
259,115.0,1,6,8742,18,3,2,0,1,0
156,109.9260328341061,0,7,20571,13,3,4,0,0,0
13,129.45903468514038,0,4,20100,11,4,2,1,0,0
59,109.00853077930533,0,3,30798,19,4,2,0,0,0
207,132.1114235390963,0,8,28690,19,3,3,1,0,0
358,115.0,1,9,19760,13,3,2,0,1,0
239,82.74405857928845,0,6,6730,15,4,2,0,0,0
119,126.51478762407913,0,9,34465,25,4,3,1,0,0
29,98.04943281409777,0,6,31975,10,4,0,1,0,0
156,121.28126124490124,0,10,24567,16,3,2,0,0,0
31,207.91528238071274,0,3,35442,26,4,3,0,0,0
130,122.85203553571193,1,9,27095,29,4,1,2,0,0
202,101.98995962722005,0,4,5588,15,4,3,0,0,0
40,78.69786162302921,0,4,5353,16,4,3,2,0,0
214,127.63883471332338,0,6,28431,7,3,2,0,0,0
37,130.7603524006728,0,9,18382,12,4,1,1,0,0
28,126.36205175267442,1,6,12371,23,4,2,0,3,0
183,100.05318670405862,0,9,27600,25,3,2,1,0,0
12,83.61891392588574,1,8,26488,17,4,1,1,3,0
161,159.4000408926651,0,8,4005,19,4,2,1,0,0
125,107.12779581554992,0,5,4144,5,4,3,0,0,0
67,99.2566950152368,0,6,8816,7,4,2,0,1,0
31,84.92480859773747,0,3,2982,13,4,1,0,3,0
214,82.36156362689589,0,5,16998,18,3,0,1,0,0
35,149.37989431542647,0,6,30471,3,4,2,0,0,0
10,178.88899556461058,0,7,7259,7,4,2,0,0,0
163,96.66437313662594,0,8,16129,5,4,1,0,2,0
11,205.8048630598175,0,8,30351,22,2,1,0,0,0
27,122.75269474768702,0,9,401,14,4,2,0,0,0
56,133.54039070410096,0,9,2256,29,4,3,1,0,0
73,94.21742775394907,0,5,1610,16,4,0,2,0,0
215,110.66551481728135,0,8,2382,14,4,4,1,0,0
138,200.15865785239816,0,8,11498,11,3,2,0,0,0
102,105.15849933429836,0,4,9662,14,3,2,0,0,0
44,78.42715115898696,0,9,16788,20,4,7,3,2,0
135,214.38354150332972,1,7,28143,6,4,2,1,0,0
279,89.83495426223264,0,10,14336,4,3,3,1,0,0
18,152.05514252274426,0,6,18054,7,4,1,0,0,0
53,126.87462721457578,0,9,7948,20,4,2,0,1,0
98,111.91153910848698,0,7,3210,8,4,1,1,0,0
62,120.35509935879766,0,4,35080,20,4,2,0,0,0
5,118.06933940273125,0,9,24644,23,4,1,0,3,0
56,123.88298024171871,0,4,17752,7,4,2,0,0,0
275,113.01245211117458,0,9,4853,15,4,0,0,0,0
285,104.62359526666852,0,9,21351,22,3,3,0,0,0
41,142.26151113764365,1,9,28270,22,4,1,0,1,0
32,113.97373683516173,0,6,34679,25,4,0,0,1,0
127,98.67210719810332,0,6,35622,24,3,1,0,2,0
84,66.53214523681189,0,9,11158,5,3,11,3,0,0
167,84.66329182635593,1,7,26848,28,4,2,1,0,0
238,90.5394357842131,0,8,5530,14,4,2,0,0,0
19,117.51008671700471,0,9,9820,18,3,0,0,0,0
159,117.26350017445527,0,6,31888,5,3,3,1,0,0
203,102.83247958952808,0,9,7404,16,4,2,1,0,0
329,82.62165161301651,0,10,1472,4,4,4,1,0,0
188,91.11846339121321,1,6,9971,14,3,2,0,0,0
25,173.64959374420036,0,6,746,15,4,2,1,0,0
32,132.71694680623574,0,6,21475,16,4,1,0,0,0
266,90.0,0,6,9611,8,3,2,0,0,0
145,80.45493397186739,0,6,16641,22,3,4,2,0,0
81,94.58019813750165,0,3,24081,26,4,1,2,0,0
16,144.55024544806483,0,9,6182,9,4,1,0,0,0
87,84.38080234485894,0,2,20301,9,3,1,0,0,0
74,122.92162236931645,0,5,24755,13,3,3,1,0,0
102,71.72148027285868,0,3,34105,18,3,2,1,2,0
4,106.51107919878245,0,8,15478,9,0,0,1,0,0
72,125.70657797307531,0,9,19196,23,3,0,1,0,0
320,115.0,0,7,34196,21,3,1,0,1,0
98,115.12654828313956,0,5,28971,19,3,2,0,0,0
256,113.92659612830707,0,6,36239,14,3,2,0,0,0
382,72.13993086106295,0,9,27940,9,3,3,0,0,0
158,101.5667304984878,0,6,30107,10,4,2,0,0,0
78,78.3841471700369,0,7,10704,3,3,2,1,1,0
26,123.90018000084392,0,8,16081,11,3,0,0,0,0
215,113.94992722794282,0,6,9219,18,3,1,0,0,0
67,97.65100232724954,0,10,31920,22,4,2,0,0,0
162,96.04662415341132,0,7,4315,26,4,0,2,0,0
115,223.6780495750899,1,5,26308,12,4,0,1,0,0
72,128.52193386551875,0,7,15674,27,4,0,1,0,0
213,123.15025961166712,0,6,9220,19,3,1,0,0,0
13,214.30376647697292,0,5,1726,14,4,3,0,0,0
184,124.64755975307523,0,5,4382,13,4,2,0,0,0
209,118.7812321028884,1,9,9290,18,4,1,0,0,0
40,100.5107150907713,0,4,28055,15,4,3,0,2,0
25,100.08483768019026,0,9,17359,25,4,1,0,0,0
131,111.39956183886096,0,6,34312,9,3,2,0,0,0
271,146.7692898047294,0,11,2795,25,4,5,2,0,0
40,168.3,0,7,29528,12,4,1,0,0,0
63,160.78252237620424,0,3,8143,19,4,2,1,0,0
383,81.33656922318171,0,9,35148,11,3,2,0,0,0
28,125.86493462969679,0,7,24141,27,4,2,0,0,0
192,109.30545146974536,0,6,28801,23,3,2,0,0,0
65,117.54363708698187,0,6,4656,15,4,2,0,1,0
22,133.44179195569177,0,7,12129,10,4,3,0,2,0
89,104.66457332662817,0,4,20305,25,3,4,2,0,0
31,106.8410985614153,1,10,23374,12,4,3,0,0,0
162,111.81969609271948,0,10,14396,3,3,3,0,0,0
216,118.62257133165127,0,7,11647,10,3,4,2,0,0
399,111.74590177252334,0,9,32227,24,3,0,1,1,0
179,79.53435673197664,1,8,7766,11,4,1,0,0,0
115,76.9290726109928,1,7,22832,6,3,2,2,0,0
61,129.72585422439852,0,5,35097,24,4,3,0,0,0
276,100.29057317142296,0,6,21935,12,3,2,1,0,0
306,92.4623645133769,0,10,5400,5,4,2,0,0,0
37,99.7335643637898,0,4,28056,14,4,3,0,2,0
278,99.87187557297898,0,8,23592,15,3,1,1,0,0
52,74.84626237585832,0,3,25087,18,4,3,0,3,0
178,108.79855320821956,0,9,29490,1,4,1,1,0,0
34,73.32438710407047,0,6,8987,17,4,3,0,1,0
163,107.65647495603713,1,7,18580,19,4,2,1,0,0
364,111.19099688784962,0,9,414,21,4,0,1,0,0
292,115.0,0,8,6807,18,4,2,0,1,0
265,111.23073615225816,1,6,30563,25,3,2,0,1,0
174,99.49423406526928,1,4,28450,22,4,2,0,0,0
98,110.62886187928497,0,5,8434,6,4,2,0,0,0
57,115.42119812091666,0,4,6853,7,4,3,1,0,0
61,95.16268226406896,0,6,31693,12,4,3,0,0,0
163,109.87119866555155,1,8,9416,6,4,2,1,0,0
283,101.02671026516752,0,10,18445,14,3,2,0,0,0
84,99.04238027006076,0,5,27192,23,4,3,0,0,0
58,122.05872198858405,0,6,11580,13,3,3,2,0,0
93,94.24152596510594,0,8,12456,10,2,4,1,0,0
8,152.65785734076684,0,5,16733,18,4,3,1,0,0
164,98.80261057175989,0,6,18111,5,3,1,1,0,0
236,169.45858954055007,0,9,9220,18,3,1,1,1,0
159,167.0303610770687,0,8,28511,14,4,2,0,0,0
195,108.8835743868535,0,7,29228,19,4,2,0,1,0
298,131.13660886800494,0,8,8572,23,3,1,1,0,0
167,86.16146603328433,0,4,26268,21,3,1,1,0,0
3,79.39578112750593,0,2,18220,18,2,1,0,0,0
278,101.84031143555916,0,9,23563,10,3,2,0,0,0
63,78.70332071221732,0,2,14432,16,4,3,0,0,0
96,112.90455721970524,0,8,34769,11,3,2,1,1,0
108,114.35294864557726,0,11,11613,24,4,2,0,0,0
39,145.22990922341478,0,3,15680,23,4,2,0,0,0
133,93.67159235840033,1,7,35381,23,3,3,1,0,0
82,112.33291802709006,0,4,8282,16,4,3,2,0,0
233,107.1213963145267,0,9,6350,20,4,1,1,3,0
161,126.23445607311577,0,9,17395,3,3,3,0,0,0
33,223.01944389445538,0,8,15503,22,3,2,0,0,0
191,97.76336650815045,0,10,35947,20,3,2,1,0,0
54,168.08531192945924,0,8,33419,20,4,2,0,0,0
157,272.03118145010035,0,7,30472,6,3,2,1,0,0
35,114.86280577287678,0,5,27695,19,4,2,1,0,0
268,111.67608342413004,0,8,34294,9,3,2,0,0,0
32,124.60798504512435,0,8,8716,11,4,4,1,0,0
47,50.580009906917,0,7,24246,22,3,1,1,0,0
181,118.18719124626081,0,7,31942,15,4,3,1,0,0
14,100.0642418898837,0,5,15511,2,3,1,2,0,0
122,68.56286979816024,0,2,5826,24,4,1,1,0,0
21,152.99451242824736,0,6,760,17,4,2,1,0,0
109,98.46276045632146,0,8,35895,9,3,2,0,0,0
132,96.13784120127423,1,7,9076,27,3,1,2,0,0
53,101.26143613290371,0,8,35328,7,4,2,0,1,0
45,78.48960049047918,0,4,31934,11,3,4,1,1,0
150,148.17112275824482,0,9,19282,22,4,2,2,0,0
47,141.56250528530623,0,5,21091,14,4,2,1,0,0
19,133.77952960100185,0,4,25223,13,4,3,0,0,0
139,104.8116494580256,0,6,8980,21,3,2,1,0,0
161,110.38775954026191,1,7,18590,14,3,3,0,0,0
41,125.66468774327326,0,8,33671,24,4,2,2,0,0
52,103.28771314574556,0,11,35697,27,3,1,1,0,0
168,84.84238002850618,0,4,12086,21,3,1,1,0,0
29,146.85028856338747,0,9,16227,25,4,2,0,0,0
72,161.1867748619795,0,4,9890,14,4,2,0,0,0
90,94.1021856563361,1,10,23950,18,4,0,1,0,0
154,96.70067118712366,0,8,7593,27,4,6,1,0,0
157,127.07827752512982,0,5,31749,5,4,3,0,0,0
25,146.25587001939752,0,8,30413,4,4,3,0,0,0
32,149.01861137121563,1,5,32848,15,4,2,1,0,0
177,108.54618448277769,0,10,14089,8,3,2,0,0,0
195,112.50401276659886,0,7,26137,30,3,2,0,0,0
26,117.5603280336816,0,9,19554,5,3,2,1,0,0
440,66.03738663828236,0,5,24313,24,3,1,0,0,0
121,69.78139018992185,0,3,31801,25,3,1,2,0,0
72,114.65860935511887,0,8,7819,12,4,1,2,0,0
64,141.93774888157566,0,5,27277,25,4,2,0,0,0
154,121.43222032485038,0,7,17369,6,3,3,0,0,0
21,144.20558100753053,0,3,9985,26,4,3,1,0,0
171,113.9063715920379,0,7,31796,15,4,2,1,0,0
70,101.29240106391593,0,8,34939,23,4,3,0,0,0
273,91.26566930503265,0,9,14348,4,3,3,0,0,0
264,114.27578315844733,0,9,1547,3,4,1,1,0,0
293,98.30944266076455,0,10,33891,10,3,2,1,0,0
271,65.8275297626569,0,4,29484,20,3,3,0,0,0
89,87.36825489715835,0,3,2811,21,4,2,1,1,0
131,131.62928537481218,0,10,6946,14,4,1,2,0,0
22,151.15360405953518,0,9,10266,19,4,3,1,0,0
12,64.08527213417068,0,2,30379,22,3,1,2,1,0
55,112.53987292196156,0,5,11774,5,4,2,0,1,0
127,102.17589417651367,0,7,6653,20,4,3,1,0,0
168,98.99390010273571,0,5,13133,3,3,2,0,0,0
65,91.16406091523132,0,3,30538,2,4,2,0,0,0
95,120.0,0,8,22242,10,3,1,1,0,0
326,151.754617656603,0,9,8483,27,3,2,0,1,0
254,91.1100363203119,0,9,4521,25,4,4,0,0,0
39,52.137122247231545,0,6,24248,23,3,1,1,0,0
190,90.61990990025515,0,10,16714,10,4,3,2,3,0
9,244.40580211905186,0,6,4732,14,4,1,0,0,0
81,161.56826104319586,0,9,10140,10,4,0,1,0,0
93,105.3,0,3,26135,17,4,2,0,0,0
88,100.6826344991596,0,6,35389,20,3,2,0,0,0
202,91.27499890737944,1,10,25454,25,4,1,1,1,0
7,137.1737073046904,0,5,32430,7,4,3,0,1,0
42,83.53459668574986,0,11,7518,6,4,4,1,0,0
18,302.178991183371,0,7,14028,16,4,1,1,0,0
187,154.56656036853843,0,8,29682,25,4,1,0,0,0
263,97.31592865108706,0,8,13703,19,3,2,0,0,0
287,97.22427107503016,0,10,31665,10,3,2,0,0,0
108,128.9781541363805,0,8,3929,12,4,2,1,0,0
176,101.31741608091303,0,6,75,6,4,2,0,0,0
34,150.7939301445802,1,3,32248,23,4,2,0,0,0
271,115.49449609148465,0,9,36010,4,3,1,0,0,0
308,52.0,0,11,22222,25,3,2,0,0,0
26,101.90106913959679,0,4,9713,4,4,2,0,2,0
1,94.49096248516375,0,10,1489,13,4,0,2,2,0
176,120.26279731284875,0,9,31764,13,3,2,0,0,0
201,103.3387481335682,0,8,14791,9,4,2,0,2,0
93,98.53017753167944,0,4,27794,8,3,3,0,0,0
266,96.27744031108195,0,9,30244,1,3,1,0,2,0
145,94.75168897647212,0,5,34950,26,3,0,2,0,0
65,87.55750094294265,0,7,7238,3,4,2,1,1,0
62,142.40140308264023,0,6,34163,17,4,1,0,0,0
154,125.81292004265629,0,3,30042,25,2,2,0,0,0
170,97.39869415116321,1,8,13528,20,3,0,0,0,0
114,164.90472321167468,0,7,16012,10,4,2,1,0,0
258,110.81040757460849,0,6,5098,13,4,2,1,0,0
183,109.35034945704915,1,5,10930,3,4,3,0,0,0
180,119.57216719016206,0,9,5055,9,4,2,0,0,0
198,89.9990071670217,0,8,20748,9,3,2,1,0,0
240,123.75305853869177,0,9,21355,18,3,1,1,0,0
236,81.70698815944888,0,9,8671,25,4,2,0,2,0
246,112.0142052601385,1,9,14728,20,3,3,1,0,0
317,78.55621447290814,0,10,18904,18,3,1,0,0,0
164,107.1535568928494,0,10,14672,1,3,2,0,0,0
151,107.61796392307141,0,7,19352,10,4,3,0,0,0
180,120.0,0,10,26085,10,3,2,0,0,0
254,96.6495348980058,0,9,25911,27,4,1,1,0,0
188,110.08948226899248,0,9,8165,28,4,2,0,0,0
227,92.33276137045799,0,8,9262,15,3,2,0,0,0
263,114.47313636533453,0,6,13040,23,3,2,0,1,0
123,141.28920486229214,0,11,30429,29,4,2,0,0,0
105,104.73095219939158,0,4,27803,7,4,3,0,1,0
205,95.42810771955125,0,6,16373,16,3,2,1,0,0
170,92.81101179949022,0,6,35335,19,4,5,1,2,0
168,106.64351071635613,0,4,14573,20,3,2,1,0,0
397,105.2639392664206,0,8,12739,24,3,0,1,0,0
131,97.48880979672666,0,7,4169,15,4,1,2,0,0
119,97.96429479557234,0,8,32846,23,4,3,0,0,0
65,116.36741302955006,0,5,4623,13,4,3,1,0,0
28,82.72757986958105,0,3,7004,20,4,1,1,1,0
12,154.8898180698864,0,6,3984,26,4,1,1,0,0
249,105.51430345465286,0,9,7255,14,4,1,1,0,0
89,93.52929882855781,0,7,31246,19,3,1,0,2,0
116,61.47489918467053,0,2,35145,27,3,1,1,0,0
303,114.29437119006707,0,7,15384,21,3,2,0,1,0
252,115.0,0,6,22660,11,3,1,0,1,0
20,87.61470382392659,0,3,17701,5,4,1,0,2,0
42,95.03253991347651,0,3,9979,17,3,1,1,0,0
299,117.56054705835986,0,9,22280,19,3,3,0,0,0
257,105.82908968140435,0,7,35631,22,3,2,0,0,0
241,91.85246536709647,0,9,30463,13,4,2,1,0,0
127,97.38355875457812,0,7,21126,24,3,1,1,0,0
109,127.93893708569318,0,8,35223,20,4,1,1,0,0
274,111.59351327980691,0,8,23300,15,3,2,0,0,0
71,96.64723294412612,0,9,891,7,4,1,0,0,0
62,129.5329409006622,0,10,29029,19,4,2,0,0,0
243,103.44524212546482,0,7,577,11,4,2,0,0,0
201,127.55263485766,0,5,36106,23,4,2,0,0,0
232,108.38609234551103,1,5,16561,18,3,0,1,0,0
27,123.85005534084374,0,5,8710,5,4,1,0,0,0
178,113.54808414647502,0,9,10334,29,4,2,1,0,0
271,107.50104396766754,0,7,5874,16,4,1,0,0,0
103,96.47442175619192,0,7,29136,16,3,1,0,2,0
174,70.0,0,10,3573,10,4,1,1,0,0
117,90.23948113257879,0,4,293,3,4,1,1,0,0
224,109.33842919908838,0,8,33223,3,3,3,2,0,0
144,152.4649326585105,0,10,33253,21,4,1,1,0,0
0,182.05412804596003,1,5,4199,26,4,1,0,0,0
79,97.37321745477331,0,9,13439,10,4,1,1,0,0
205,91.57043771764884,0,5,15091,27,3,1,1,0,0
172,129.98305237791496,0,9,23634,12,3,0,1,0,0
103,75.7170401367182,0,4,12509,7,3,1,0,0,0
142,107.85108737672091,0,11,5041,21,4,0,1,0,0
20,80.07380696735746,0,2,12626,10,4,3,0,0,0
221,94.41649831755632,0,9,6210,12,4,2,0,0,0
85,103.7225877666919,0,8,18857,25,3,4,0,0,0
31,92.55177350532412,0,3,238,22,4,0,1,2,0
134,118.14995667627362,1,6,8688,9,4,4,1,0,0
188,129.44160513609356,0,6,26312,15,3,2,0,0,0
83,77.2359235089782,1,8,25136,21,4,3,1,0,0
291,115.0,0,7,17929,19,3,2,0,1,0
57,105.18758868900984,0,6,26398,18,3,0,1,0,0
72,145.42071089302345,0,7,31671,22,4,3,1,0,0
89,138.62971341692878,0,7,12842,6,4,1,2,0,0
251,96.06702656843879,0,8,10318,13,3,3,0,0,0
201,117.67918323272515,0,7,17758,13,3,2,0,0,0
229,114.30943148696196,0,7,31778,16,3,2,0,0,0
44,92.03363039698804,0,7,19726,14,4,5,1,2,0
45,89.93780755848219,0,5,24296,21,4,4,0,2,0
49,121.13676722316424,0,6,12356,23,4,1,0,3,0
310,73.92008273890171,0,12,7902,9,4,3,0,0,0
25,146.81203130278823,0,6,11112,13,4,3,0,0,0
